Author,Author_id,Comment,Comment_id,Comment_like,Comment_reply,Comment_published,Video_title,Video_id,Comment_count,Video_like,Video_dislike
chau nguyen,UCiveVUd8Iv4eu4M8925sylg,Hey that's the same dragon w different filters. Can't fool me. :P,UgydJVnnY1iOY11ec1Z4AaABAg,0,0,2019-04-19T17:18:47.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
bayu sasongko,UC1DdcjaEO-bOIHkOUjz_9nA,nope.. i'll take toothless,UgyX7HluTItjjCPenXJ4AaABAg,0,0,2019-04-19T10:50:21.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
kageremone party,UCANUnP-1igBxB4u5-EYDglg,FUS RO DAH!!!,UgyjjZaC4qrAsccucAd4AaABAg,0,0,2019-04-17T18:44:24.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Anam Hasib,UCpQXTQEEDEqApnKEB4VWqQw,I'd still want night fury,UgxN77C31nVJRDeenb54AaABAg,0,0,2019-04-16T18:52:11.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Valery,UCVqMKyXovUEk0i825r4j7_g,“Khaleesi” 💀,Ugy9sFRs58yt6uCdhQl4AaABAg,0,0,2019-04-16T13:11:26.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Amdi Nielsen,UCNwki01wXevCeeETaNQu2eg,They are not dragons but wyverns dragons have 4 legs,Ugw5uZzwsDfc52YnAC94AaABAg,0,1,2019-04-16T09:19:31.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
neil hangelbroek,UCCzZbeERpq6zeesCyVE4F9A,"They are not true dragons, they are in fact Wyverns. Dragons traditionally have 4 legs, wyverns front legs connect to the wing and are smaller than true dragons, also inferior to true dragons.",UgxzsZNQKc_Je7xfZ_Z4AaABAg,0,0,2019-04-16T08:05:21.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Ryon Reyne,UCsaqbkQrl2YdCon_4_agOiw,"KK Data I’m pretty sure you forgot Tyraxes (the dragon of Rhaenyra’s 3rd son Joffrey Velaryon), also Moondancer is almost certainly bigger than Morning, Morghul, Shyrkos, and Stormcloud being that Baela (who’s cradle egg became Moondancer) is of an age with Rhaenyra’s 3 older sons (being betrothed to the eldest Jacaerys). Also I’m not sure of Grey Ghosts age but that size seems a little off to me. Anyway thanks for listening to my rambles...",Ugy02kzC88TVny_Z2Dp4AaABAg,0,0,2019-04-16T01:53:17.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Gavin Tanja,UCmvR2WtZg2MM-Esrn5CWMKA,song?,UgxHz0cZpWj6qRSJm714AaABAg,0,0,2019-04-15T22:11:16.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
demon might sob,UCG7JxZ-Q4h-AbFJvlwxD3hQ,There are no dragons in game of thrones. They are wyverns.,UgwSgJAFS3Y8N4fR2tN4AaABAg,1,0,2019-04-15T21:37:46.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Gamersanonymous,UCmyFI1WjPZv5CHtTVrYnueA,I tell you I tell you the dragonborn comes,Ugw240a4Sse4N0k0U_J4AaABAg,4,0,2019-04-14T19:52:52.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
JC Cruz,UCFipzcEVYIkTZvjpelN7Htw,What's the title of the song/bgm? Thanks :),UgxDG23HFcLyTQn2UGx4AaABAg,0,0,2019-04-14T15:27:47.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Bryan Arango,UCVHFL2QSo_8InSq9_RLV2Fw,Drogon better grow,UgyAd2bg3szjU3q3XER4AaABAg,0,0,2019-04-14T13:57:22.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
AlduinSunset L'Anaconda Libanais,UCubOT8dsjFS8FQ0-rm5vX1A,This is the worst way you could have displayed those informations,UgwABBPUYNY6LByGjyJ4AaABAg,0,0,2019-04-14T13:25:44.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
John Lock,UCbZKfl3XaSebw-UwQH_IyDg,Wyverns not dragons. Dragons have 4 limbs and wings. These are wyverns.,UgwqTJsX9oeq27srJuN4AaABAg,1,6,2019-04-14T07:24:14.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Jeffrey Kosterink,UCv4-Nqwj5x9scnvzr3RAckg,Next time use a font that's better readable. It look like you pressed space bar after every R.,UgzW1jNO6iJCAcC8ylB4AaABAg,2,0,2019-04-14T07:19:28.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Rev Tlever Entertainment,UCX53VjQbivPSsCIt6KtGfbQ,My dragon down here is still bigger🤔,Ugy-f2DbEdHMNIiurLB4AaABAg,0,0,2019-04-14T07:17:28.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Komori Kom,UC_gh6s1czDffKGsNcdOrcUw,This is such a fucking shit comparison video. Never make any comparison video again whoever you are.,UgxloTM-Hn88JbXzpJh4AaABAg,0,0,2019-04-14T06:29:44.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Goblin Slayer,UCziEmDeBvF2JYmxXPtG3WUg,Smaug stomps them all,Ugw9NbE0rDRVb18IoVp4AaABAg,0,0,2019-04-14T00:21:32.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Uncertainty Guaranteed,UCCCnt5ae14xIepwDp83VMWQ,2:52 caught me off guard cause everything before that was just a copy paste of the same image lol,UgyBR9N34iEtBdfjnER4AaABAg,0,0,2019-04-13T22:53:20.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Eric Blade,UCp9fguLfJrmpabhfPS0l-7g,All these dragons names are so cool,UgzhHFQLGn8q7oLhfTh4AaABAg,0,0,2019-04-13T21:15:18.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
MrRumBacardi,UCqz_mowHufqW52ctrzZ7AZg,Hiccup is the alpha,UgxdIdBRNgmGNWtRJqR4AaABAg,0,0,2019-04-13T20:57:47.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Rascal McBants,UCd0Gp8UjWeukRDTkLkGQZtg,"People saying ""Ancalagon the Black is bigger"" (I'm guessing with a smirk on their face as they post it) ... yeah, ok, none of these are real. I've just conjured up an imaginary dragon of my own called Bob. He's ten million times the size of Ancalagon. His shits form worlds.",Ugz-NEQoViQdHhZxHsd4AaABAg,1,0,2019-04-13T20:44:21.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Sunday Cat,UCfXfgoDbx3CXRZ9egS0ynMA,"IT IS NOT KHALEESI, THAT IS NIT HER GOD DAMN NAME YOU NORMIE SCUM",UgxVrOZ2XclK-_4BAL54AaABAg,0,0,2019-04-13T18:14:15.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Faldo Thiler,UCmQZ0aAp_Fj54BFhfKJxWMA,King Ghidorah has entered the chat,UgzUycms8iedU2KoO_x4AaABAg,1,0,2019-04-13T17:41:10.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Durable Blade,UC9EVBubhTI6ItySvzxoouWg,They arent dragons they are wyverns,Ugw1oyd6ywPjr6xttdl4AaABAg,0,0,2019-04-13T17:06:36.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Nandita Mondal,UCuej7bU0lu4Lz_KOoKiFfVg,Where is Rhaenys Targaryen's dragon?,Ugwv3BH7YixMLzS58AN4AaABAg,0,0,2019-04-13T16:57:14.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Dom Cobb,UCjgsXK2TW2PYC_ZG_e6w8PQ,This is Wyvern,Ugyevt60WNfNkeaw8-54AaABAg,0,0,2019-04-13T16:23:44.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Trae Nelson,UC5LkbYzuwG6XHFpCshK67ZA,This size of Aegons dragon makes me rethink his entire conquest. That must’ve been a scary time to have been on the other side of a dragon battles,Ugz848qZJuoCdHX7COd4AaABAg,2,0,2019-04-13T16:13:31.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
LeedsCity,UCKEjw3GNYYaZnfpnr95gBvw,That was a shit comparison,UgyAHuDBb8kJndRooJ54AaABAg,0,0,2019-04-13T15:10:29.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Hakuna Matata,UCkoOzCJbYaDf5gMxhL3_-nQ,None of them can match Ancalagon the Black though.,UgwiDK3lYTFNcNx8Fjh4AaABAg,0,0,2019-04-13T11:37:00.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Marrs,UCcgnQif04qiAlOoxUo6XIOw,"Interesting info, but you used wyverns in photos, not dragons.
Wyverns have 2 legs, dragons 4.",UgxBlEgEtAh6tWLQZnl4AaABAg,0,2,2019-04-13T08:38:25.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Alberto Fernandez,UCYPCKD6MiMMWpdBJQIaeotA,"My Physics teacher: Khaleesi, 5,2....5,2 what?? Units!!",UgxXLfLC1S4Cul9oYdZ4AaABAg,2,0,2019-04-13T08:14:18.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
DoMovies,UCccxYA7M33dRD0DYxf1kkLQ,0:03 I read Dr Agons,Ugwa6WKX3woumY3sYtt4AaABAg,0,0,2019-04-13T07:16:48.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Akash,UCy0AtmhbpcWmdhilNOTsZ4Q,Guys I think it's against the tos to ask viewers to click on ads. Maybe delete it in YouTube studio?,UgxEkPmz3XGd_nMnTRh4AaABAg,0,0,2019-04-13T04:57:26.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Hunter Countryman,UCwrMVCvfdXxZxIxGCDec3cA,wyverns... fucking stupid ass ppl,Ugzh52rJSYeLAMC-jsx4AaABAg,0,0,2019-04-13T04:29:03.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
EasytheGoon,UCoNpC57cp0E8iRhL1QShoWA,All of these are wyvern and not dragons. God damn nerds can't even nerd right.,UgyUKXI67mRK_MrQyop4AaABAg,0,0,2019-04-13T03:45:15.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Wollfang Weyssmuller,UCBblAQnXbilJi2WKh6FqYYA,Wyverns!!!,UgygO7h0Sw668xBnHjV4AaABAg,0,0,2019-04-13T01:13:27.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Lieutenant Troll,UCU9isBs6MkO5tPhC7MxDozw,"For those that are wondering why Drogon is so big despite his young age, it’s because he has had zero obstacles in growing. He grew up hunting on wild animals like sheep. Compare that to the dragons that came 200 yrs before him, who were chained up in dragonpit.  Even before dragonpit was built, dragons stayed at Dragonstone and were fed slaughtered animals, which restricted the amount of food they could eat. Enough food to live, but not enough to grow as fast as they can. Drogon will never be as big as Balerion in the show simply because Balerion was 200+ years old.",UgzjhoGywKcjNac97uJ4AaABAg,3,1,2019-04-13T00:27:48.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Gamentix fg,UCoHyhMvTUF5eDi-30oKn_HA,JEBAITED NIGGA,Ugz3Vr6oqZX3PVtOvYV4AaABAg,0,0,2019-04-12T21:19:07.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Jacqueline McCafferty,UCGdHpqdnOuiRvniPS-ydbaA,"Only thing I'm wondering as someone who has only seen the series... 

How effective could ""dragon riders"" be when it gets to the point where the dragons are so large that they shouldn't even notice a human sitting on them?",Ugz7wSk_ZeVIvFX8GA54AaABAg,0,0,2019-04-12T20:08:29.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Andrea T-argary,UCo3d1hK4tHKp0-GuQHPJ83g,OMFG BALIERION IS....GIAGANT,UgyOZmlPEG77HE6a6OZ4AaABAg,0,0,2019-04-12T19:06:10.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
WakasHussain,UCpuOazoysCIWhgsiOABy_Sw,"It's a shame theres hardly any real concept art of most these dragons.

Vertimthor The Bronze who was ridden by King Jaeharys I was said to have a ugly bulky face. There's a art work of him on the Fire and Blood novel.

Caraxes, gleemed in Bloodred, he looks like he was a huge Snake, rather than a Dragon.

Sunfyre, has some fan designs but was said to be the most beautiful dragon ever. I mean if he was Gold, I expect him to be really Golden and shine like a jewelry. Not some yellow golden  scale dragon most people have designed of him.",Ugw38kLybIbb_mDVgFh4AaABAg,0,0,2019-04-12T18:25:38.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Wilk Dog,UC5HcJpVty3FUr0l_GCgZAug,How do I end up watching this shit,UgxgtP0S-3SdIuwYLUJ4AaABAg,0,0,2019-04-12T18:09:08.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Ian Genuine,UCmjDMXrHPHNjuNqqpaRg_sQ,"This is cool. But so confusing.
Have no idea which is bigger. Lmfaoo. Only drogon gets a measurement?",UgwZDkgiGqP4K17up7p4AaABAg,21,0,2019-04-12T17:40:27.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Aurora Lara,UCvrDoQ0aSTAGtM8eQJUXYIQ,theyre literally all the same size after the 2 min mark,Ugzbeqo4psdbvY4X5Cd4AaABAg,1,0,2019-04-12T17:20:36.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Michael Saba,UCWaedsZtHIMBANvI8kB1Uqg,"You forgot Urrax, Tyraxes, Terrax, and Baela's daughter's white dragon. Also, Arrax was ridden by Lucerys, not Rhaenyra.",UgwYh5ZguN4sYxhvsvx4AaABAg,3,0,2019-04-12T14:42:21.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Drogon Fire,UCCtPBfIQ4Cg9CEUo8lLXb7A,Just a few days more & all the dragons might be dead! 😭😭😭😭,UgwTYJcsOxmMefhQ8rF4AaABAg,0,0,2019-04-12T14:21:18.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Даниил Кузнецов,UCKO_Z2a_m0dw9o-vmzrOT_A,вов,UgzVpU31xZAtF6VVpo14AaABAg,0,0,2019-04-12T13:35:55.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Labersack,UC0RPOD1AQqTTNoZlEzjnmIw,why the fuck are you using feet instead of meters - just use the metric system like a normal person would do,UgxDv9gBaVrontZFGyt4AaABAg,0,0,2019-04-12T09:55:49.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Krish Editz,UC3loI61fLM7KHveSJmzEF9w,Guys .... can anyone please help me. Why weren’t these dragons seen in the series ??? From where did these informations come???,Ugy3QG16QpBc1M8loll4AaABAg,0,2,2019-04-12T09:50:01.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Arjohn Yosores,UC9cRkBmmUk6jvdN5qILG-DQ,5'2 wtf,Ugwa1nywSr5pT2l2QZl4AaABAg,0,0,2019-04-12T09:05:03.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Lion of Judah,UC-jUVQpqFkkBvGhmXWuTIbw,All these dragon is just an insect compared to ANCALAGON THE BLACK,UgxGntHpbd9I1EYrmTR4AaABAg,4,0,2019-04-12T06:53:36.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
mouhamed ziane,UCre819xwBiM2zyzhwk4WW1Q,the bleu eyes white drogon  is the big's one lmfo .and kayba of yu gi yo is more powerful then her,Ugx8NzqDctzjIGSCWM14AaABAg,0,0,2019-04-12T05:56:46.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Exalted Nevaeh,UCn7lHsih2NwtDM168BKNcMg,"Are they really dragons though? I mean, they're giant flying reptiles that breath fire, so they are a part of the draconic family, but Wyverns/Drake's are the ones whose wings are fused with their arms, not dragons.",Ugx5jEtvv6RwoM-KbJZ4AaABAg,0,0,2019-04-12T04:53:50.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
bakedinberta,UCzwRIyKPbDaKxSk3G8_KORg,Nerding out hard hahahaha,UgxfwB79giLbcNEzQrB4AaABAg,0,0,2019-04-12T04:19:42.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Exposure_ Bravo,UCMx6wxDPP7Pg5tsqO0yvLxw,Shenron was the biggest of all.,Ugw8c2y4emMaqa0Wdtd4AaABAg,0,0,2019-04-12T04:18:21.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Jan Stastny,UCWNyZgA0Qt1ST-89j8TqASQ,"Not that I care about it much, but you spelled Wyvern wrong in the title.",UgwDidfRVZ8vh-iZbqV4AaABAg,1,0,2019-04-12T01:39:03.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Firesword,UC-abA8BGSYPvRB_8zcgxjUQ,This video was poorly done,UgxFngZqbYyShTB_U-l4AaABAg,0,0,2019-04-12T01:17:05.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Lichlord,UC7ArL9ppAVmJfvOOt0cC3Pw,"Balerion the Black Dread: "" WOOHOOO I WON, YEAHH!!!!!""

Ancalagon the Black Dread: ""Hold my drink for a minute..""",Ugze159M8K3BuNQwDwd4AaABAg,39,0,2019-04-11T23:42:11.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Lqor,UCZQ0Nps5ahq4jkqMSuBqdtg,Copy and pasted 🤣,Ugz9VBLjGMAIzyNyTZx4AaABAg,0,0,2019-04-11T21:43:25.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
dani2917,UC8_afnnkansZWHnhQBAzstw,correct me if i'm wrong but aren't those all just Wyvern not Dragons?,Ugw4YVVzUwabWYlU7jZ4AaABAg,1,3,2019-04-11T20:05:07.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Prince OG,UCngH3niy_3ZauAmWrhlkpiw,"Acnologia has entered the chat 


GoT dragons have left the chat
For all the fairy tail fans",Ugz78up2l9tuBRc5zNZ4AaABAg,1,3,2019-04-11T19:59:40.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Rhaenyra Targaryen,UCQJozv2mN5t6oC2TGEzdqwg,2:38 look at my dragon! Sweet Syrax.,UgxGyOLrMo9g2eG30J94AaABAg,0,0,2019-04-11T19:02:38.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
companyoflosers,UCod7KtaDFRo7XGUzoPEUQ4Q,"wonder if the one that was turned by the night king stops growing since its technically dead? if thats the case, they MIGHT not have much to fear if dany's other two get bigger. at least not if its just her remaining two vs the dead one. its already 2v1 anyways.",UgzNlfi3R_SWQIOVS2B4AaABAg,0,0,2019-04-11T18:40:00.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Miroslav Averchenko,UCYevCTcl2y8ePlEtSwgbUHA,Who the fuck calls Daenerys 'Khaleesi'?,Ugz5jhLud_2Va7ezOOt4AaABAg,0,0,2019-04-11T18:07:57.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Janosch Antczak,UCf-unLGJiQSUUVRzkvLcx_g,The biggest one is clearly Shruikan 😎,Ugwh1FbGrnC9AlTCRqR4AaABAg,0,0,2019-04-11T18:02:57.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
etobapte,UCNd4Z2-mMaMLpp11aWxjsDQ,"The dragons thats Viserys speak of never existed during (at least the rein of the targaryen), it's just to make you realise how much he know nothing about his dinasty. That's the thing that bother me a lot about this video. Otherwise nice work !",UgxciEZ2Y9aYX5Jx0XV4AaABAg,0,0,2019-04-11T17:28:33.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
STRETCH karapetyan,UC86leIajusYaa1nR35UfiRg,Imagine me dragon me balls across ya face,UgwlfDkm_S6RyeUWezd4AaABAg,0,0,2019-04-11T16:27:32.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
olx11,UC4LDnyxg3R_NCS9DWTOzkMQ,The las dragons are not even close to the description of the books,UgxiEw9-9FyHG86BvaJ4AaABAg,0,0,2019-04-11T15:13:25.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
lasse reden,UCwaQNlbQLrpMurNFwExgXng,"""Size does matter after all"" - Rammstein",UgxDfP0zPQjv7f89wop4AaABAg,5,0,2019-04-11T14:45:34.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Cozing,UC5UU-7w68ZhqLq4Mr3RzlaQ,Drogon is just a kid you know...,Ugx3T_ecFp6scz6xOnB4AaABAg,1,0,2019-04-11T13:06:35.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Dhaval Faldu,UCVQjcAntLbNVmq_1CxxhKsw,When did they describe all dragons plz can tell me the episode,UgyS_0yOPX6WLCTDlDJ4AaABAg,0,1,2019-04-11T12:19:48.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
robin,UCBKUji94zNjcKD6jOF4QVPQ,oh god ... why not metrics?,UgwDpyCvEhD1DHbpIZZ4AaABAg,0,0,2019-04-11T12:02:04.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
ZePh_Nerve,UCZnqUauS9KK0tYb0knDB88w,"Problem is they’re not technically dragons as they are half wyvern half dragon, as dragons have 4 legs and spit fire whereas wyverns have 2 legs and spit acid",Ugx-nQmG2x0ieW4HfAJ4AaABAg,2,0,2019-04-11T11:54:54.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Stormcloak Soldier,UC2z6iIxaeUCu5vd0v21BsQg,They all look the same?,Ugx8AJfXDw_K1uuszbZ4AaABAg,0,0,2019-04-11T10:52:29.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
CptFoolKillah,UC8sslOxVl9rL1h7amAl9rsg,"""Dragons""",Ugxculpxpd0EPGvxzLF4AaABAg,0,0,2019-04-11T06:07:59.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
maahgle,UCuRtPR0iiT017YtAMTARVJQ,Actually these are wyverns not dragons technically,UgxL106En3BhH2BxocB4AaABAg,2,4,2019-04-11T03:55:42.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
None of your damn business,UCtb7UIQ8jE2keyBxrrreidQ,I wish someone would do a something like this for The Inheritance Cycle,UgzaMiids0m2ylRXErN4AaABAg,3,1,2019-04-11T03:10:30.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Random Person,UC8bS9nIyN-rXsee3l2L9BAw,ITS A WYVERN,UgyHpeXDcdO1X55izXV4AaABAg,0,0,2019-04-11T01:23:23.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
A. Zook,UCr3xZs8km4cEdX5vIGbSJnA,"Wyverns, not dragons",UgzY2585537M5FG8Z4h4AaABAg,0,1,2019-04-10T22:14:12.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
C00PS,UCs_uEl1FUXlfsMykLOE5n6A,Wyverns 😤👍,UgwOhB960sJ-dnoz3xZ4AaABAg,0,0,2019-04-10T22:13:40.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Quemuel M. Ferreira,UCZQnPHpaojGJcNmrLFRJpmQ,Balerion its like King Ghidorah's size!!,UgzbQZ1qxB9qeCojzZl4AaABAg,0,0,2019-04-10T22:08:27.000Z,Sizes of All 30+ Dragons of Game of Thrones - Comparison,zjZd9i9QrDA,598,8656,675
Lorenzo Posadas,UCIwbSjBNXd8vruBVGIwz83g,"‘We’ve been here for some time’ -Cersei

Cersei, Seriously??? It was less than a minute. Come on! Loool",UgzooLgN5T9Lup0cn714AaABAg,0,0,2019-04-25T23:13:22.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Ajay Baghel,UChAZWbQdEpiq9zWx3GwD1BQ,Cersie to Dany  dont worry  i have already ordered some elephants ...,UgzZGKwX3q0_mmKoQxJ4AaABAg,0,0,2019-04-24T09:40:16.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
Deepak Goswami,UCmNT7AUVpO1UNtABVj7vfdw,This is how legends make their entrance .,UgzklUHWKW2u3EyuD_94AaABAg,0,0,2019-04-24T01:44:02.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
joe brown,UCdfBXIlKQ4zDM2xzQog2PHA,Is that shit i smell Cersei?,UgxQFYETsrhyKTXHKuN4AaABAg,0,0,2019-04-20T11:30:05.000Z,"GOT SEASON 7 BEST SCENE: Daenerys enters King's Landing, meets with Cersei - Game of Thrones (7x07)",OHJShQm8syM,1333,11141,325
